City,Year,Latitude,Longitude
Venezia,1482,45.4371908,12.3345898
Paris,1493,48.8534951,2.3483915
Leipzig,1492,51.3406321,12.3747329
Lyon,1480,45.7578137,4.8320114
Torino,1494,45.0677551,7.6824892
Leipzig,1490,51.3406321,12.3747329
Westminster,1476,51.5004439,-0.1265398
Leipzig,1500,51.3406321,12.3747329
Girona,1497,41.9793006,2.8199439
Venezia,1490,45.4371908,12.3345898
Esslingen,1477,48.7427584,9.3071685
Ferrara,1476,44.7667642,11.827939
Leipzig,1497,51.3406321,12.3747329
Padova,1485,45.391408,11.8058487
Memmingen,1487,47.9863099,10.1808016
Firenze,1482,43.7697955,11.2556404
Lübeck,1476,53.866444,10.684738
Venezia,1500,45.4371908,12.3345898
Firenze,1496,43.7697955,11.2556404
Basel,1483,47.5581077,7.5878261
Poitiers,1500,46.5802596,0.340196
Leipzig,1485,51.3406321,12.3747329
Bamberg,1488,49.8916044,10.8868478
Leipzig,1498,51.3406321,12.3747329
Paris,1495,48.8534951,2.3483915
London,1494,51.4893335,-0.1440551
Speyer,1495,49.3165553,8.433615
Leipzig,1500,51.3406321,12.3747329
Köln,1477,50.938361,6.959974
Köln,1480,50.938361,6.959974
Mainz,1465,49.9995205,8.2736253
Deventer,1496,52.2694896,6.2364886
Erfurt,1500,50.9777974,11.0287364
Nürnberg,1500,49.453872,11.077298
Memmingen,1499,47.9863099,10.1808016
Milano,1483,45.4641943,9.1896346
Roma,1500,41.8933203,12.4829321
Burgos,1490,42.343926,-3.696977
Paris,1494,48.8534951,2.3483915
Venezia,1471,45.4371908,12.3345898
Basel,1481,47.5581077,7.5878261
Paris,1500,48.8534951,2.3483915
Paris,1493,48.8534951,2.3483915
Modena,1490,44.5384728,10.9359609
Lyon,1500,45.7578137,4.8320114
Roma,1475,41.8933203,12.4829321
Antwerpen,1490,51.2211097,4.3997081
Basel,1499,47.5581077,7.5878261
Köln,1498,50.938361,6.959974
Lyon,1497,45.7578137,4.8320114
Venezia,1493,45.4371908,12.3345898
Firenze,1492,43.7697955,11.2556404
Magdeburg,1492,52.1315889,11.6399609
Köln,1472,50.938361,6.959974
Padova,1475,45.391408,11.8058487
Augsburg,1475,48.3690341,10.8979522
Leipzig,1498,51.3406321,12.3747329
Paris,1498,48.8534951,2.3483915
Strasbourg,1476,48.584614,7.7507127
Sevilla,1500,37.3886303,-5.9953403
Paris,1471,48.8534951,2.3483915
Firenze,1495,43.7697955,11.2556404
Lyon,1478,45.7578137,4.8320114
Milano,1495,45.4641943,9.1896346
Lyon,1498,45.7578137,4.8320114
Deventer,1495,52.2694896,6.2364886
Bologna,1478,44.4938203,11.3426327
Köln,1490,50.938361,6.959974
Paris,1500,48.8534951,2.3483915
Speyer,1481,49.3165553,8.433615
Lyon,1487,45.7578137,4.8320114
Augsburg,1478,48.3690341,10.8979522
Lyon,1490,45.7578137,4.8320114
Augsburg,1496,48.3690341,10.8979522
Paris,1485,48.8534951,2.3483915
Firenze,1487,43.7697955,11.2556404
Freiburg im Breisgau,1494,47.9960901,7.8494005
Roma,1483,41.8933203,12.4829321
Milano,1491,45.4641943,9.1896346
Regensburg,1488,49.0195333,12.0974869
Paris,1499,48.8534951,2.3483915
Lyon,1487,45.7578137,4.8320114
Antwerpen,1500,51.2211097,4.3997081
Gouda,1486,52.0181194,4.7111221
Venezia,1486,45.4371908,12.3345898
Rouen,1482,49.4404591,1.0939658
Roma,1475,41.8933203,12.4829321
Gouda,1483,52.0181194,4.7111221
Venezia,1500,45.4371908,12.3345898
Bologna,1490,44.4938203,11.3426327
Nürnberg,1489,49.453872,11.077298
Venezia,1495,45.4371908,12.3345898
Stockholm,1483,59.3251172,18.0710935
Pavia,1492,45.0368546,9.1378251
Venezia,1483,45.4371908,12.3345898
Modena,1475,44.5384728,10.9359609
Strasbourg,1495,48.584614,7.7507127
Bologna,1489,44.4938203,11.3426327
Köln,1490,50.938361,6.959974
Venezia,1493,45.4371908,12.3345898
Köln,1493,50.938361,6.959974
Nürnberg,1475,49.453872,11.077298
Lyon,1473,45.7578137,4.8320114
Antwerpen,1487,51.2211097,4.3997081
Antwerpen,1493,51.2211097,4.3997081
Lyon,1486,45.7578137,4.8320114
Ulm,1482,48.3984968,9.9912458
Reutlingen,1493,48.4919508,9.2114144
Paris,1491,48.8534951,2.3483915
Zaragoza,1499,41.6521342,-0.8809428
Leipzig,1495,51.3406321,12.3747329
Paris,1500,48.8534951,2.3483915
Lyon,1500,45.7578137,4.8320114
Basel,1500,47.5581077,7.5878261
Antwerpen,1487,51.2211097,4.3997081
Nürnberg,1490,49.453872,11.077298
Mainz,1473,49.9995205,8.2736253
Ulm,1496,48.3984968,9.9912458
Roma,1500,41.8933203,12.4829321
Ferrara,1500,44.7667642,11.827939
Roma,1499,41.8933203,12.4829321
Lyon,1486,45.7578137,4.8320114
Leuven,1483,50.879202,4.7011675
Nürnberg,1498,49.453872,11.077298
Lyon,1493,45.7578137,4.8320114
Paris,1486,48.8534951,2.3483915
Venezia,1486,45.4371908,12.3345898
Milano,1493,45.4641943,9.1896346
Padova,1472,45.391408,11.8058487
Paris,1498,48.8534951,2.3483915
Paris,1493,48.8534951,2.3483915
Roma,1490,41.8933203,12.4829321
Venezia,1498,45.4371908,12.3345898
Antwerpen,1497,51.2211097,4.3997081
Barcelona,1475,41.3825802,2.177073
Nürnberg,1477,49.453872,11.077298
Nürnberg,1479,49.453872,11.077298
Augsburg,1480,48.3690341,10.8979522
Leipzig,1495,51.3406321,12.3747329
Venezia,1471,45.4371908,12.3345898
Lisboa,1497,38.7077507,-9.1365919
Lyon,1495,45.7578137,4.8320114
Paris,1499,48.8534951,2.3483915
Paris,1475,48.8534951,2.3483915
Strasbourg,1500,48.584614,7.7507127
Padova,1476,45.391408,11.8058487
Sevilla,1493,37.3886303,-5.9953403
Köln,1470,50.938361,6.959974
Brescia,1497,45.7795804,10.425873
Venezia,1485,45.4371908,12.3345898
Nürnberg,1479,49.453872,11.077298
Lyon,1496,45.7578137,4.8320114
Paris,1498,48.8534951,2.3483915
Basel,1490,47.5581077,7.5878261
Roma,1480,41.8933203,12.4829321
Delft,1491,51.9994572,4.3627245
Burgos,1500,42.343926,-3.696977
Leipzig,1493,51.3406321,12.3747329
Salamanca,1498,40.9651572,-5.6640182
Lyon,1499,45.7578137,4.8320114
Gouda,1484,52.0181194,4.7111221
Delft,1497,51.9994572,4.3627245
Roma,1492,41.8933203,12.4829321
Milano,1493,45.4641943,9.1896346
Nürnberg,1480,49.453872,11.077298
Roma,1493,41.8933203,12.4829321
Lyon,1482,45.7578137,4.8320114
Roma,1472,41.8933203,12.4829321
Roma,1492,41.8933203,12.4829321
Venezia,1481,45.4371908,12.3345898
Lyon,1500,45.7578137,4.8320114
Leipzig,1493,51.3406321,12.3747329
Paris,1494,48.8534951,2.3483915
Leipzig,1498,51.3406321,12.3747329
Milano,1495,45.4641943,9.1896346
Napoli,1480,40.8358846,14.2487679
Burgos,1475,42.343926,-3.696977
Bologna,1478,44.4938203,11.3426327
Delft,1490,51.9994572,4.3627245
Leipzig,1490,51.3406321,12.3747329
Nürnberg,1488,49.453872,11.077298
Milano,1482,45.4641943,9.1896346
Roma,1480,41.8933203,12.4829321
Paris,1493,48.8534951,2.3483915
Valencia,1473,39.4697065,-0.3763353
Augsburg,1499,48.3690341,10.8979522
Köln,1485,50.938361,6.959974
Strasbourg,1500,48.584614,7.7507127
Mainz,1489,49.9995205,8.2736253
Augsburg,1498,48.3690341,10.8979522
Venezia,1490,45.4371908,12.3345898
Delft,1480,51.9994572,4.3627245
Leipzig,1499,51.3406321,12.3747329
Roma,1493,41.8933203,12.4829321
Milano,1495,45.4641943,9.1896346
Mainz,1489,49.9995205,8.2736253
Paris,1490,48.8534951,2.3483915
Treviso,1471,45.8066913,12.2063158
Paris,1479,48.8534951,2.3483915
Ulm,1500,48.3984968,9.9912458
Köln,1494,50.938361,6.959974
Strasbourg,1498,48.584614,7.7507127
Augsburg,1499,48.3690341,10.8979522
Paris,1489,48.8534951,2.3483915
Modena,1490,44.5384728,10.9359609
Augsburg,1484,48.3690341,10.8979522
Leipzig,1494,51.3406321,12.3747329
Napoli,1480,40.8358846,14.2487679
Venezia,1488,45.4371908,12.3345898
Deventer,1499,52.2694896,6.2364886
Strasbourg,1483,48.584614,7.7507127
Zaragoza,1498,41.6521342,-0.8809428
London,1485,51.4893335,-0.1440551
Antwerpen,1499,51.2211097,4.3997081
Den Bosch,1487,51.6889387,5.303116
Bad Urach,1479,48.4937953,9.3978845
Lyon,1495,45.7578137,4.8320114
Leuven,1476,50.879202,4.7011675
Milano,1477,45.4641943,9.1896346
Firenze,1498,43.7697955,11.2556404
Milano,1480,45.4641943,9.1896346
Lyon,1490,45.7578137,4.8320114
Paris,1494,48.8534951,2.3483915
Milano,1492,45.4641943,9.1896346
Venezia,1486,45.4371908,12.3345898
Genève,1478,46.2017559,6.1466014
Strasbourg,1500,48.584614,7.7507127
Nürnberg,1489,49.453872,11.077298
Torino,1490,45.0677551,7.6824892
Parma,1482,44.6952006,10.0979869
Sevilla,1500,37.3886303,-5.9953403
Venezia,1487,45.4371908,12.3345898
Pavia,1483,45.0368546,9.1378251
Venezia,1490,45.4371908,12.3345898
Roma,1484,41.8933203,12.4829321
Ulm,1487,48.3984968,9.9912458
Napoli,1487,40.8358846,14.2487679
Ulm,1473,48.3984968,9.9912458
Firenze,1498,43.7697955,11.2556404
Paris,1491,48.8534951,2.3483915
Toulouse,1476,43.6044622,1.4442469
Venezia,1494,45.4371908,12.3345898
Paris,1483,48.8534951,2.3483915
Strasbourg,1491,48.584614,7.7507127
Strasbourg,1499,48.584614,7.7507127
Venezia,1482,45.4371908,12.3345898
Sevilla,1500,37.3886303,-5.9953403
Siena,1486,43.1672059,11.467561
Toulouse,1490,43.6044622,1.4442469
Milano,1490,45.4641943,9.1896346
Roma,1481,41.8933203,12.4829321
Köln,1500,50.938361,6.959974
Perugia,1474,43.1070321,12.4029962
Firenze,1498,43.7697955,11.2556404
Augsburg,1487,48.3690341,10.8979522
Paris,1498,48.8534951,2.3483915
Bologna,1497,44.4938203,11.3426327
Paris,1499,48.8534951,2.3483915
Paris,1500,48.8534951,2.3483915
Augsburg,1496,48.3690341,10.8979522
Firenze,1498,43.7697955,11.2556404
Venezia,1472,45.4371908,12.3345898
Delft,1484,51.9994572,4.3627245
Venezia,1494,45.4371908,12.3345898
Venezia,1488,45.4371908,12.3345898
Leipzig,1500,51.3406321,12.3747329
Brescia,1485,45.7795804,10.425873
Firenze,1492,43.7697955,11.2556404
Augsburg,1494,48.3690341,10.8979522
Milano,1486,45.4641943,9.1896346
Brescia,1498,45.7795804,10.425873
Paris,1488,48.8534951,2.3483915
Antwerpen,1491,51.2211097,4.3997081
Salamanca,1500,40.9651572,-5.6640182
Milano,1490,45.4641943,9.1896346
Roma,1488,41.8933203,12.4829321
Paris,1493,48.8534951,2.3483915
Venezia,1473,45.4371908,12.3345898
Paris,1493,48.8534951,2.3483915
Venezia,1499,45.4371908,12.3345898
Strasbourg,1500,48.584614,7.7507127
Augsburg,1494,48.3690341,10.8979522
Valladolid,1500,41.6521807,-4.728605
Augsburg,1474,48.3690341,10.8979522
Köln,1490,50.938361,6.959974
Leipzig,1490,51.3406321,12.3747329
Venezia,1479,45.4371908,12.3345898
Augsburg,1480,48.3690341,10.8979522
Gouda,1486,52.0181194,4.7111221
Salamanca,1496,40.9651572,-5.6640182
Brescia,1500,45.7795804,10.425873
Lérida,1490,41.6147605,0.6267842
Paris,1493,48.8534951,2.3483915
Treviso,1476,45.8066913,12.2063158
Venezia,1500,45.4371908,12.3345898
Köln,1481,50.938361,6.959974
Augsburg,1487,48.3690341,10.8979522
Burgos,1499,42.343926,-3.696977
Paris,1499,48.8534951,2.3483915
Bamberg,1493,49.8916044,10.8868478
Roma,1490,41.8933203,12.4829321
Salamanca,1494,40.9651572,-5.6640182
Deventer,1494,52.2694896,6.2364886
Deventer,1496,52.2694896,6.2364886
Roma,1481,41.8933203,12.4829321
Firenze,1497,43.7697955,11.2556404
Leipzig,1490,51.3406321,12.3747329
Venezia,1495,45.4371908,12.3345898
Valencia,1492,39.4697065,-0.3763353
Firenze,1496,43.7697955,11.2556404
Paris,1489,48.8534951,2.3483915
Basel,1485,47.5581077,7.5878261
Venezia,1492,45.4371908,12.3345898
Passau,1491,48.5748229,13.4609744
Erfurt,1483,50.9777974,11.0287364
Paris,1475,48.8534951,2.3483915
Augsburg,1470,48.3690341,10.8979522
Bologna,1497,44.4938203,11.3426327
Barcelona,1491,41.3825802,2.177073
Genève,1479,46.2017559,6.1466014
Roma,1495,41.8933203,12.4829321
Augsburg,1489,48.3690341,10.8979522
Venezia,1476,45.4371908,12.3345898
Strasbourg,1481,48.584614,7.7507127
Basel,1495,47.5581077,7.5878261
Paris,1493,48.8534951,2.3483915
Roma,1482,41.8933203,12.4829321
Paris,1489,48.8534951,2.3483915
Firenze,1494,43.7697955,11.2556404
Chablis,1485,47.8152073,3.8001657
Paris,1495,48.8534951,2.3483915
Toscolano,1480,42.6580157,12.3503135
Speyer,1483,49.3165553,8.433615
Memmingen,1496,47.9863099,10.1808016
Paris,1495,48.8534951,2.3483915
Augsburg,1498,48.3690341,10.8979522
Speyer,1496,49.3165553,8.433615
Paris,1490,48.8534951,2.3483915
Salamanca,1496,40.9651572,-5.6640182
Venezia,1472,45.4371908,12.3345898
Lyon,1492,45.7578137,4.8320114
Venezia,1500,45.4371908,12.3345898
Ferrara,1477,44.7667642,11.827939
Augsburg,1471,48.3690341,10.8979522
Deventer,1485,52.2694896,6.2364886
London,1498,51.4893335,-0.1440551
Leipzig,1490,51.3406321,12.3747329
Köln,1485,50.938361,6.959974
Mainz,1493,49.9995205,8.2736253
Strasbourg,1490,48.584614,7.7507127
Würzburg,1499,49.7780356,9.9434769
Paris,1497,48.8534951,2.3483915
Paris,1494,48.8534951,2.3483915
Venezia,1477,45.4371908,12.3345898
Milano,1495,45.4641943,9.1896346
Modena,1500,44.5384728,10.9359609
Napoli,1474,40.8358846,14.2487679
Nürnberg,1487,49.453872,11.077298
Roma,1481,41.8933203,12.4829321
Köln,1499,50.938361,6.959974
Treviso,1479,45.8066913,12.2063158
Paris,1495,48.8534951,2.3483915
Paris,1500,48.8534951,2.3483915
Venezia,1492,45.4371908,12.3345898
Strasbourg,1490,48.584614,7.7507127
Barcelona,1493,41.3825802,2.177073
Nürnberg,1497,49.453872,11.077298
Augsburg,1475,48.3690341,10.8979522
Barcelona,1493,41.3825802,2.177073
Nürnberg,1483,49.453872,11.077298
Basel,1500,47.5581077,7.5878261
Paris,1498,48.8534951,2.3483915
Barcelona,1494,41.3825802,2.177073
Deventer,1487,52.2694896,6.2364886
Leipzig,1483,51.3406321,12.3747329
Leipzig,1496,51.3406321,12.3747329
Padova,1483,45.391408,11.8058487
Firenze,1500,43.7697955,11.2556404
Brescia,1493,45.7795804,10.425873
Westminster,1477,51.5004439,-0.1265398
Valencia,1477,39.4697065,-0.3763353
Valladolid,1494,41.6521807,-4.728605
Leuven,1484,50.879202,4.7011675
Salamanca,1496,40.9651572,-5.6640182
Napoli,1495,40.8358846,14.2487679
Köln,1490,50.938361,6.959974
Venezia,1492,45.4371908,12.3345898
Reutlingen,1481,48.4919508,9.2114144
Leipzig,1488,51.3406321,12.3747329
Köln,1489,50.938361,6.959974
Basel,1474,47.5581077,7.5878261
Lyon,1489,45.7578137,4.8320114
Salamanca,1498,40.9651572,-5.6640182
Roma,1492,41.8933203,12.4829321
Köln,1496,50.938361,6.959974
Milano,1487,45.4641943,9.1896346
Strasbourg,1487,48.584614,7.7507127
Genève,1492,46.2017559,6.1466014
Firenze,1490,43.7697955,11.2556404
Leuven,1486,50.879202,4.7011675
Paris,1494,48.8534951,2.3483915
Köln,1484,50.938361,6.959974
Firenze,1491,43.7697955,11.2556404
Mainz,1474,49.9995205,8.2736253
Paris,1499,48.8534951,2.3483915
Augsburg,1491,48.3690341,10.8979522
Lyon,1480,45.7578137,4.8320114
Wien,1492,48.2083537,16.3725042
Venezia,1481,45.4371908,12.3345898
Vicenza,1476,45.6348591,11.4063543
Leipzig,1494,51.3406321,12.3747329
Paris,1493,48.8534951,2.3483915
Lyon,1500,45.7578137,4.8320114
Venezia,1478,45.4371908,12.3345898
Magdeburg,1490,52.1315889,11.6399609
Venezia,1495,45.4371908,12.3345898
Augsburg,1495,48.3690341,10.8979522
Venezia,1474,45.4371908,12.3345898
Speyer,1496,49.3165553,8.433615
Paris,1476,48.8534951,2.3483915
Strasbourg,1466,48.584614,7.7507127
Augsburg,1495,48.3690341,10.8979522
Venezia,1490,45.4371908,12.3345898
Tours,1496,47.3900474,0.6889268
Lyon,1496,45.7578137,4.8320114
Basel,1497,47.5581077,7.5878261
Leipzig,1499,51.3406321,12.3747329
Soncino,1483,45.3997776,9.8735176
Venezia,1492,45.4371908,12.3345898
Bologna,1500,44.4938203,11.3426327
Lyon,1487,45.7578137,4.8320114
Paris,1499,48.8534951,2.3483915
Milano,1490,45.4641943,9.1896346
Paris,1496,48.8534951,2.3483915
Memmingen,1485,47.9863099,10.1808016
Strasbourg,1474,48.584614,7.7507127
Pavia,1491,45.0368546,9.1378251
Paris,1485,48.8534951,2.3483915
Roma,1471,41.8933203,12.4829321
Toledo,1486,39.8560679,-4.0239568
Milano,1492,45.4641943,9.1896346
Köln,1500,50.938361,6.959974
Speyer,1471,49.3165553,8.433615
Venezia,1496,45.4371908,12.3345898
Lyon,1500,45.7578137,4.8320114
Venezia,1493,45.4371908,12.3345898
Nürnberg,1478,49.453872,11.077298
Deventer,1495,52.2694896,6.2364886
Paris,1500,48.8534951,2.3483915
Padova,1480,45.391408,11.8058487
Speyer,1486,49.3165553,8.433615
Venezia,1477,45.4371908,12.3345898
Augsburg,1488,48.3690341,10.8979522
Leipzig,1492,51.3406321,12.3747329
Paris,1497,48.8534951,2.3483915
Köln,1472,50.938361,6.959974
Paris,1490,48.8534951,2.3483915
Heidelberg,1494,49.4093582,8.694724
Paris,1489,48.8534951,2.3483915
Pavia,1499,45.0368546,9.1378251
Pavia,1497,45.0368546,9.1378251
Köln,1467,50.938361,6.959974
Venezia,1498,45.4371908,12.3345898
Ulm,1496,48.3984968,9.9912458
Parma,1486,44.6952006,10.0979869
Torino,1493,45.0677551,7.6824892
Venezia,1493,45.4371908,12.3345898
Pamplona,1495,42.815686,-1.6522353
Venezia,1495,45.4371908,12.3345898
Paris,1498,48.8534951,2.3483915
Basel,1488,47.5581077,7.5878261
Treviso,1475,45.8066913,12.2063158
Köln,1490,50.938361,6.959974
Deventer,1491,52.2694896,6.2364886
Genève,1480,46.2017559,6.1466014
Roma,1497,41.8933203,12.4829321
Barcelona,1478,41.3825802,2.177073
Roma,1491,41.8933203,12.4829321
Paris,1496,48.8534951,2.3483915
Firenze,1485,43.7697955,11.2556404
Roma,1472,41.8933203,12.4829321
Bologna,1474,44.4938203,11.3426327
Salamanca,1496,40.9651572,-5.6640182
Antwerpen,1497,51.2211097,4.3997081
Deventer,1488,52.2694896,6.2364886
Milano,1480,45.4641943,9.1896346
Wien,1500,48.2083537,16.3725042
Bologna,1500,44.4938203,11.3426327
Nürnberg,1497,49.453872,11.077298
London,1461,51.4893335,-0.1440551
Venezia,1479,45.4371908,12.3345898
Venezia,1496,45.4371908,12.3345898
Leipzig,1493,51.3406321,12.3747329
Speyer,1495,49.3165553,8.433615
Roma,1480,41.8933203,12.4829321
Venezia,1490,45.4371908,12.3345898
Basel,1480,47.5581077,7.5878261
Reutlingen,1480,48.4919508,9.2114144
Leipzig,1495,51.3406321,12.3747329
Venezia,1487,45.4371908,12.3345898
London,1496,51.4893335,-0.1440551
Venezia,1483,45.4371908,12.3345898
Firenze,1481,43.7697955,11.2556404
Strasbourg,1493,48.584614,7.7507127
Treviso,1476,45.8066913,12.2063158
Magdeburg,1487,52.1315889,11.6399609
Bréhan,1485,48.0611301,-2.6866702
Venezia,1484,45.4371908,12.3345898
Valencia,1495,39.4697065,-0.3763353
Firenze,1492,43.7697955,11.2556404
Firenze,1487,43.7697955,11.2556404
Roma,1494,41.8933203,12.4829321
Strasbourg,1500,48.584614,7.7507127
Roma,1476,41.8933203,12.4829321
Bologna,1481,44.4938203,11.3426327
Venezia,1500,45.4371908,12.3345898
Lyon,1481,45.7578137,4.8320114
Roma,1473,41.8933203,12.4829321
Memmingen,1495,47.9863099,10.1808016
Leuven,1474,50.879202,4.7011675
Venezia,1476,45.4371908,12.3345898
Deventer,1490,52.2694896,6.2364886
Firenze,1496,43.7697955,11.2556404
Lyon,1478,45.7578137,4.8320114
Deventer,1490,52.2694896,6.2364886
Köln,1482,50.938361,6.959974
Gouda,1488,52.0181194,4.7111221
Venezia,1492,45.4371908,12.3345898
Paris,1500,48.8534951,2.3483915
Firenze,1493,43.7697955,11.2556404
Lyon,1500,45.7578137,4.8320114
Deventer,1495,52.2694896,6.2364886
Bologna,1494,44.4938203,11.3426327
Delft,1483,51.9994572,4.3627245
Köln,1489,50.938361,6.959974
Venezia,1480,45.4371908,12.3345898
Leipzig,1500,51.3406321,12.3747329
Brescia,1500,45.7795804,10.425873
Paris,1486,48.8534951,2.3483915
Forlì,1500,44.2227278,12.041273
Lyon,1478,45.7578137,4.8320114
Milano,1498,45.4641943,9.1896346
Deventer,1489,52.2694896,6.2364886
Magdeburg,1483,52.1315889,11.6399609
Venezia,1490,45.4371908,12.3345898
Pescia,1488,43.90171,10.6897811
Venezia,1491,45.4371908,12.3345898
Roma,1488,41.8933203,12.4829321
Leuven,1475,50.879202,4.7011675
Strasbourg,1500,48.584614,7.7507127
Paris,1492,48.8534951,2.3483915
Praha,1488,50.0874654,14.4212535
Köln,1492,50.938361,6.959974
Milano,1480,45.4641943,9.1896346
Paris,1495,48.8534951,2.3483915
Venezia,1495,45.4371908,12.3345898
Brugge,1476,51.2085526,3.226772
Paris,1477,48.8534951,2.3483915
Plzeň,1475,49.7477415,13.3775249
Paris,1482,48.8534951,2.3483915
Zwolle,1495,52.5089759,6.0943765
Augsburg,1481,48.3690341,10.8979522
Milano,1471,45.4641943,9.1896346
Venezia,1480,45.4371908,12.3345898
Sevilla,1496,37.3886303,-5.9953403
Parma,1494,44.6952006,10.0979869
Passau,1490,48.5748229,13.4609744
Paris,1483,48.8534951,2.3483915
Leipzig,1497,51.3406321,12.3747329
Firenze,1489,43.7697955,11.2556404
Augsburg,1485,48.3690341,10.8979522
Roma,1494,41.8933203,12.4829321
Toulouse,1484,43.6044622,1.4442469
Valencia,1495,39.4697065,-0.3763353
Leipzig,1498,51.3406321,12.3747329
Lyon,1478,45.7578137,4.8320114
Praha,1495,50.0874654,14.4212535
Lübeck,1490,53.866444,10.684738
Lyon,1489,45.7578137,4.8320114
Milano,1489,45.4641943,9.1896346
Leipzig,1495,51.3406321,12.3747329
Strasbourg,1489,48.584614,7.7507127
Leipzig,1485,51.3406321,12.3747329
Bologna,1492,44.4938203,11.3426327
Valladolid,1496,41.6521807,-4.728605
Lübeck,1496,53.866444,10.684738
Firenze,1487,43.7697955,11.2556404
Mainz,1460,49.9995205,8.2736253
Ulm,1492,48.3984968,9.9912458
Nürnberg,1497,49.453872,11.077298
Nürnberg,1497,49.453872,11.077298
Paris,1493,48.8534951,2.3483915
Blaubeuren,1474,48.4121233,9.7847091
Roma,1493,41.8933203,12.4829321
Zwolle,1488,52.5089759,6.0943765
Venezia,1498,45.4371908,12.3345898
Roma,1475,41.8933203,12.4829321
Speyer,1484,49.3165553,8.433615
Roma,1470,41.8933203,12.4829321
Paris,1491,48.8534951,2.3483915
Antwerpen,1490,51.2211097,4.3997081
Venezia,1480,45.4371908,12.3345898
Ferrara,1482,44.7667642,11.827939
Ingolstadt,1493,48.7630165,11.4250395
Roma,1490,41.8933203,12.4829321
Ulm,1482,48.3984968,9.9912458
Memmingen,1483,47.9863099,10.1808016
Leipzig,1498,51.3406321,12.3747329
Augsburg,1475,48.3690341,10.8979522
Roma,1478,41.8933203,12.4829321
Salamanca,1499,40.9651572,-5.6640182
Paris,1485,48.8534951,2.3483915
Paris,1499,48.8534951,2.3483915
Brescia,1498,45.7795804,10.425873
Venezia,1500,45.4371908,12.3345898
Mainz,1458,49.9995205,8.2736253
Paris,1486,48.8534951,2.3483915
Venezia,1498,45.4371908,12.3345898
Ulm,1474,48.3984968,9.9912458
Venezia,1496,45.4371908,12.3345898
Venezia,1490,45.4371908,12.3345898
Roma,1490,41.8933203,12.4829321
Pavia,1496,45.0368546,9.1378251
Lübeck,1478,53.866444,10.684738
Reutlingen,1482,48.4919508,9.2114144
Toledo,1500,39.8560679,-4.0239568
Strasbourg,1490,48.584614,7.7507127
Paris,1492,48.8534951,2.3483915
Leiria,1496,39.7437902,-8.8071119
Deventer,1493,52.2694896,6.2364886
Passau,1490,48.5748229,13.4609744
Valencia,1484,39.4697065,-0.3763353
Milano,1473,45.4641943,9.1896346
Leipzig,1493,51.3406321,12.3747329
Paris,1484,48.8534951,2.3483915
Ulm,1493,48.3984968,9.9912458
Paris,1498,48.8534951,2.3483915
Ulm,1495,48.3984968,9.9912458
Paris,1479,48.8534951,2.3483915
London,1500,51.4893335,-0.1440551
Venezia,1489,45.4371908,12.3345898
Leipzig,1496,51.3406321,12.3747329
Firenze,1485,43.7697955,11.2556404
Lyon,1487,45.7578137,4.8320114
Leipzig,1494,51.3406321,12.3747329
Esslingen,1473,48.7427584,9.3071685
Köln,1478,50.938361,6.959974
Nürnberg,1481,49.453872,11.077298
Roma,1495,41.8933203,12.4829321
Leipzig,1498,51.3406321,12.3747329
Köln,1475,50.938361,6.959974
Roma,1485,41.8933203,12.4829321
Köln,1470,50.938361,6.959974
Köln,1487,50.938361,6.959974
Paris,1478,48.8534951,2.3483915
Roma,1472,41.8933203,12.4829321
Roma,1484,41.8933203,12.4829321
Venezia,1476,45.4371908,12.3345898
Firenze,1500,43.7697955,11.2556404
Speyer,1481,49.3165553,8.433615
Basel,1489,47.5581077,7.5878261
Verona,1481,45.4424977,10.9857377
Deventer,1498,52.2694896,6.2364886
Paris,1499,48.8534951,2.3483915
Augsburg,1488,48.3690341,10.8979522
Augsburg,1488,48.3690341,10.8979522
Paris,1494,48.8534951,2.3483915
Valladolid,1500,41.6521807,-4.728605
Roma,1489,41.8933203,12.4829321
Erfurt,1482,50.9777974,11.0287364
Leipzig,1495,51.3406321,12.3747329
Venezia,1499,45.4371908,12.3345898
Augsburg,1500,48.3690341,10.8979522
Köln,1489,50.938361,6.959974
Venezia,1471,45.4371908,12.3345898
Basel,1495,47.5581077,7.5878261
Poitiers,1486,46.5802596,0.340196
Esslingen,1478,48.7427584,9.3071685
Köln,1481,50.938361,6.959974
Lyon,1489,45.7578137,4.8320114
Augsburg,1476,48.3690341,10.8979522
Paris,1500,48.8534951,2.3483915
Messina,1484,38.1937571,15.5542082
Zamora,1482,41.6857693,-5.942315
Köln,1500,50.938361,6.959974
Paris,1496,48.8534951,2.3483915
Leipzig,1494,51.3406321,12.3747329
Reutlingen,1491,48.4919508,9.2114144
Siena,1492,43.1672059,11.467561
Metz,1500,49.1196964,6.1763552
Milano,1479,45.4641943,9.1896346
Delft,1496,51.9994572,4.3627245
Magdeburg,1487,52.1315889,11.6399609
Venezia,1490,45.4371908,12.3345898
Paris,1491,48.8534951,2.3483915
Mantova,1472,45.1692628,10.6708365
Lisboa,1498,38.7077507,-9.1365919
Roma,1473,41.8933203,12.4829321
Venezia,1498,45.4371908,12.3345898
Angers,1500,47.4739884,-0.5515588
Brno,1486,49.1922443,16.6113382
Sevilla,1498,37.3886303,-5.9953403
Paris,1482,48.8534951,2.3483915
Lyon,1495,45.7578137,4.8320114
Roma,1477,41.8933203,12.4829321
